date,district,week_of_year,dengue_index,respiratory_index,rainfall_index
2024-01-08,Kandy,2,18.5,46.7,51.9
2024-01-15,Kandy,3,27.7,38.5,56.9
2024-01-22,Kandy,4,20.9,52.6,55.5
2024-01-29,Kandy,5,18.6,48.6,52.4
2024-02-05,Kandy,6,21.7,45.0,55.6
2024-02-12,Kandy,7,30.3,45.0,49.6
2024-02-19,Kandy,8,30.1,32.7,54.1
2024-02-26,Kandy,9,29.6,35.0,32.7
2024-03-04,Kandy,10,25.8,36.4,43.7
2024-03-11,Kandy,11,20.7,33.5,46.7
2024-03-18,Kandy,12,16.0,24.2,33.3
2024-03-25,Kandy,13,27.2,27.9,40.5
2024-04-01,Kandy,14,24.9,24.7,33.8
2024-04-08,Kandy,15,11.7,26.6,34.7
2024-04-15,Kandy,16,15.9,21.4,28.8
2024-04-22,Kandy,17,14.5,21.5,52.7
2024-04-29,Kandy,18,11.4,7.6,60.7
2024-05-06,Kandy,19,24.5,2.0,55.4
2024-05-13,Kandy,20,28.2,11.0,69.7
2024-05-20,Kandy,21,21.7,6.0,48.1
2024-05-27,Kandy,22,12.4,0.0,80.3
2024-06-03,Kandy,23,27.7,0.0,47.7
2024-06-10,Kandy,24,52.5,0.0,52.6
2024-06-17,Kandy,25,41.1,0.0,46.0
2024-06-24,Kandy,26,37.0,0.0,53.7
2024-07-01,Kandy,27,55.6,0.0,58.4
2024-07-08,Kandy,28,49.3,0.0,48.9
2024-07-15,Kandy,29,65.8,0.0,67.8
2024-07-22,Kandy,30,47.4,5.3,52.4
2024-07-29,Kandy,31,48.6,5.0,52.7
2024-08-05,Kandy,32,35.5,8.7,40.9
2024-08-12,Kandy,33,35.3,0.0,54.2
2024-08-19,Kandy,34,26.1,7.5,48.7
2024-08-26,Kandy,35,21.3,12.0,43.9
2024-09-02,Kandy,36,11.9,15.2,42.2
2024-09-09,Kandy,37,9.9,9.3,76.7
2024-09-16,Kandy,38,0.0,17.7,47.4
2024-09-23,Kandy,39,9.6,32.0,35.4
2024-09-30,Kandy,40,0.0,28.4,43.0
2024-10-07,Kandy,41,7.4,28.2,49.5
2024-10-14,Kandy,42,0.0,31.2,55.5
2024-10-21,Kandy,43,0.0,28.3,55.5
2024-10-28,Kandy,44,0.0,36.3,56.8
2024-11-04,Kandy,45,3.7,38.4,43.6
2024-11-11,Kandy,46,17.6,42.9,53.4
2024-11-18,Kandy,47,12.9,39.2,41.2
2024-11-25,Kandy,48,30.8,47.9,43.8
2024-12-02,Kandy,49,10.7,44.5,40.8
2024-12-09,Kandy,50,22.1,51.6,38.1
2024-12-16,Kandy,51,25.7,46.6,60.6
2024-12-23,Kandy,52,22.9,46.6,56.9
2024-12-30,Kandy,1,22.1,44.7,59.8
2025-01-06,Kandy,2,25.2,47.1,50.4
2025-01-13,Kandy,3,14.6,43.6,57.8
2025-01-20,Kandy,4,23.5,47.1,32.4
2025-01-27,Kandy,5,23.9,45.8,58.6
2025-02-03,Kandy,6,11.2,34.7,51.8
2025-02-10,Kandy,7,23.5,44.1,56.3
2025-02-17,Kandy,8,33.7,42.4,53.8
2025-02-24,Kandy,9,16.1,38.5,30.1
2025-03-03,Kandy,10,25.7,38.8,25.0
2025-03-10,Kandy,11,20.3,29.3,32.9
2025-03-17,Kandy,12,15.9,31.2,45.6
2025-03-24,Kandy,13,22.8,21.9,46.9
2025-03-31,Kandy,14,19.6,12.5,26.3
2025-04-07,Kandy,15,18.3,19.8,30.2
2025-04-14,Kandy,16,9.8,19.9,32.8
2025-04-21,Kandy,17,16.7,4.4,36.4
2025-04-28,Kandy,18,19.1,8.3,36.4
2025-05-05,Kandy,19,21.8,4.0,35.8
2025-05-12,Kandy,20,19.1,5.7,41.8
2025-05-19,Kandy,21,20.6,4.3,50.9
2025-05-26,Kandy,22,19.0,0.0,38.2
2025-06-02,Kandy,23,21.6,0.0,48.8
2025-06-09,Kandy,24,33.4,0.0,60.6
2025-06-16,Kandy,25,46.3,0.0,37.0
2025-06-23,Kandy,26,45.1,0.0,47.9
2025-06-30,Kandy,27,48.5,0.0,60.2
2025-07-07,Kandy,28,63.4,0.0,45.8
2025-07-14,Kandy,29,55.4,1.2,44.3
2025-07-21,Kandy,30,49.6,0.0,61.6
2025-07-28,Kandy,31,36.7,0.0,46.9
2025-08-04,Kandy,32,39.9,0.0,61.0
2025-08-11,Kandy,33,31.2,0.0,54.3
2025-08-18,Kandy,34,37.0,9.4,46.6
2025-08-25,Kandy,35,18.9,6.3,54.8
2025-09-01,Kandy,36,3.7,7.9,53.2
2025-09-08,Kandy,37,12.9,16.2,60.2
2025-09-15,Kandy,38,0.0,22.6,44.5
2025-09-22,Kandy,39,0.0,13.2,50.4
2025-09-29,Kandy,40,0.0,30.9,49.4
2025-10-06,Kandy,41,0.0,24.3,57.0
2025-10-13,Kandy,42,0.0,19.9,39.7
2025-10-20,Kandy,43,0.0,28.0,60.2
2025-10-27,Kandy,44,0.0,33.7,54.7
2025-11-03,Kandy,45,6.9,43.4,36.8
2025-11-10,Kandy,46,11.3,43.4,62.1
2025-11-17,Kandy,47,11.9,37.3,72.3
2025-11-24,Kandy,48,33.0,36.7,60.0
2025-12-01,Kandy,49,46.6,44.4,64.3
2025-12-08,Kandy,50,28.3,48.4,50.9
2025-12-15,Kandy,51,38.6,53.2,33.4
2025-12-22,Kandy,52,13.6,57.1,31.6
2024-01-01,Kegalle,1,27.6,46.3,46.6
2024-01-08,Kegalle,2,27.2,43.1,51.1
2024-01-15,Kegalle,3,23.0,50.5,37.2
2024-01-22,Kegalle,4,22.4,47.1,55.3
2024-01-29,Kegalle,5,17.6,42.4,43.5
2024-02-05,Kegalle,6,34.2,48.2,51.0
2024-02-12,Kegalle,7,16.5,44.5,47.2
2024-02-19,Kegalle,8,18.8,30.3,69.3
2024-02-26,Kegalle,9,28.4,25.2,69.8
2024-03-04,Kegalle,10,34.4,32.8,50.5
2024-03-11,Kegalle,11,27.7,33.3,50.6
2024-03-18,Kegalle,12,26.6,24.9,46.3
2024-03-25,Kegalle,13,27.5,24.4,61.1
2024-04-01,Kegalle,14,14.4,22.1,46.7
2024-04-08,Kegalle,15,34.6,28.5,45.8
2024-04-15,Kegalle,16,26.3,9.1,59.8
2024-04-22,Kegalle,17,24.7,18.7,44.6
2024-04-29,Kegalle,18,30.3,10.4,79.6
2024-05-06,Kegalle,19,23.6,5.8,64.2
2024-05-13,Kegalle,20,28.2,0.0,87.0
2024-05-20,Kegalle,21,29.3,0.0,99.4
2024-05-27,Kegalle,22,37.4,0.0,87.2
2024-06-03,Kegalle,23,48.9,3.9,94.6
2024-06-10,Kegalle,24,48.6,0.0,71.5
2024-06-17,Kegalle,25,58.1,3.5,82.4
2024-06-24,Kegalle,26,48.0,0.0,70.6
2024-07-01,Kegalle,27,56.0,0.0,77.7
2024-07-08,Kegalle,28,58.7,0.0,87.7
2024-07-15,Kegalle,29,71.9,0.0,81.0
2024-07-22,Kegalle,30,60.1,9.2,65.9
2024-07-29,Kegalle,31,54.4,0.0,66.8
2024-08-05,Kegalle,32,37.0,6.5,66.2
2024-08-12,Kegalle,33,47.8,10.6,84.9
2024-08-19,Kegalle,34,26.7,5.7,100.0
2024-08-26,Kegalle,35,33.9,5.8,93.6
2024-09-02,Kegalle,36,20.9,16.6,61.0
2024-09-09,Kegalle,37,26.9,6.8,94.2
2024-09-16,Kegalle,38,10.3,6.8,89.4
2024-09-23,Kegalle,39,8.1,15.0,64.5
2024-09-30,Kegalle,40,0.0,24.3,67.0
2024-10-07,Kegalle,41,4.7,17.4,81.0
2024-10-14,Kegalle,42,0.4,23.3,75.5
2024-10-21,Kegalle,43,6.2,27.2,56.9
2024-10-28,Kegalle,44,0.7,35.5,76.1
2024-11-04,Kegalle,45,4.8,47.0,48.6
2024-11-11,Kegalle,46,17.2,31.8,67.8
2024-11-18,Kegalle,47,22.8,39.7,81.4
2024-11-25,Kegalle,48,32.7,46.0,70.2
2024-12-02,Kegalle,49,28.5,44.8,45.0
2024-12-09,Kegalle,50,28.0,38.1,58.9
2024-12-16,Kegalle,51,19.9,52.0,59.7
2024-12-23,Kegalle,52,27.1,38.6,63.1
2024-12-30,Kegalle,1,16.6,54.5,58.7
2025-01-06,Kegalle,2,26.4,42.5,60.8
2025-01-13,Kegalle,3,24.0,38.3,57.3
2025-01-20,Kegalle,4,34.8,43.5,52.7
2025-01-27,Kegalle,5,33.4,44.8,50.9
2025-02-03,Kegalle,6,32.4,44.7,47.6
2025-02-10,Kegalle,7,28.4,46.6,37.9
2025-02-17,Kegalle,8,26.0,42.3,40.4
2025-02-24,Kegalle,9,18.0,46.7,47.2
2025-03-03,Kegalle,10,14.7,33.8,52.4
2025-03-10,Kegalle,11,22.2,31.2,64.4
2025-03-17,Kegalle,12,21.1,30.1,49.6
2025-03-24,Kegalle,13,26.3,16.1,60.0
2025-03-31,Kegalle,14,22.9,15.4,60.8
2025-04-07,Kegalle,15,15.6,20.5,47.7
2025-04-14,Kegalle,16,29.2,18.3,55.9
2025-04-21,Kegalle,17,25.7,4.3,47.6
2025-04-28,Kegalle,18,16.6,14.3,93.2
2025-05-05,Kegalle,19,16.0,5.9,86.4
2025-05-12,Kegalle,20,31.8,3.6,68.1
2025-05-19,Kegalle,21,30.1,1.9,81.6
2025-05-26,Kegalle,22,29.3,0.0,96.5
2025-06-02,Kegalle,23,33.4,0.0,78.2
2025-06-09,Kegalle,24,43.6,0.0,84.5
2025-06-16,Kegalle,25,67.1,0.0,85.5
2025-06-23,Kegalle,26,62.3,0.0,69.6
2025-06-30,Kegalle,27,50.1,0.0,85.1
2025-07-07,Kegalle,28,66.4,0.0,66.1
2025-07-14,Kegalle,29,59.1,0.0,73.7
2025-07-21,Kegalle,30,49.5,0.0,90.8
2025-07-28,Kegalle,31,54.5,0.0,83.6
2025-08-04,Kegalle,32,50.7,0.0,77.0
2025-08-11,Kegalle,33,50.2,0.0,84.5
2025-08-18,Kegalle,34,37.2,4.5,79.4
2025-08-25,Kegalle,35,32.5,2.4,80.1
2025-09-01,Kegalle,36,27.5,8.7,86.6
2025-09-08,Kegalle,37,17.2,10.6,72.7
2025-09-15,Kegalle,38,9.4,7.7,80.4
2025-09-22,Kegalle,39,9.7,17.7,76.9
2025-09-29,Kegalle,40,6.8,23.3,54.1
2025-10-06,Kegalle,41,1.6,27.4,60.8
2025-10-13,Kegalle,42,0.1,27.7,85.7
2025-10-20,Kegalle,43,0.0,34.7,73.8
2025-10-27,Kegalle,44,10.4,36.3,56.8
2025-11-03,Kegalle,45,11.9,37.2,54.6
2025-11-10,Kegalle,46,6.7,39.7,68.9
2025-11-17,Kegalle,47,34.3,34.0,85.6
2025-11-24,Kegalle,48,29.1,38.1,68.1
2025-12-01,Kegalle,49,30.8,50.4,63.1
2025-12-08,Kegalle,50,24.4,43.0,53.5
2025-12-15,Kegalle,51,17.4,42.3,54.7
2025-12-22,Kegalle,52,13.8,52.5,36.6
2024-01-01,Kilinochchi,1,42.6,36.2,98.0
2024-01-08,Kilinochchi,2,40.9,41.2,66.3
2024-01-15,Kilinochchi,3,29.3,44.5,53.3
2024-01-22,Kilinochchi,4,28.4,32.2,79.0
2024-01-29,Kilinochchi,5,17.1,42.8,62.7
2024-02-05,Kilinochchi,6,29.3,40.1,83.0
2024-02-12,Kilinochchi,7,19.5,42.2,67.2
2024-02-19,Kilinochchi,8,25.8,45.2,63.7
2024-02-26,Kilinochchi,9,17.9,35.7,20.2
2024-03-04,Kilinochchi,10,29.6,45.5,29.6
2024-03-11,Kilinochchi,11,16.0,38.7,19.7
2024-03-18,Kilinochchi,12,17.0,28.3,17.0
2024-03-25,Kilinochchi,13,11.0,24.0,20.0
2024-04-01,Kilinochchi,14,5.4,30.6,9.3
2024-04-08,Kilinochchi,15,7.3,24.7,26.0
2024-04-15,Kilinochchi,16,3.0,24.9,4.1
2024-04-22,Kilinochchi,17,12.9,25.5,17.6
2024-04-29,Kilinochchi,18,11.2,20.7,25.6
2024-05-06,Kilinochchi,19,8.7,12.9,21.0
2024-05-13,Kilinochchi,20,9.8,7.8,23.9
2024-05-20,Kilinochchi,21,12.7,5.1,17.3
2024-05-27,Kilinochchi,22,7.9,0.0,29.7
2024-06-03,Kilinochchi,23,6.3,0.0,27.2
2024-06-10,Kilinochchi,24,34.6,0.0,22.5
2024-06-17,Kilinochchi,25,27.8,10.6,27.3
2024-06-24,Kilinochchi,26,35.6,3.0,25.5
2024-07-01,Kilinochchi,27,48.1,6.3,13.6
2024-07-08,Kilinochchi,28,36.3,3.3,4.6
2024-07-15,Kilinochchi,29,32.2,14.6,22.2
2024-07-22,Kilinochchi,30,27.9,0.0,23.5
2024-07-29,Kilinochchi,31,33.1,0.0,28.9
2024-08-05,Kilinochchi,32,43.1,20.2,8.6
2024-08-12,Kilinochchi,33,27.8,3.4,8.9
2024-08-19,Kilinochchi,34,4.3,8.8,22.6
2024-08-26,Kilinochchi,35,8.8,9.9,17.3
2024-09-02,Kilinochchi,36,8.9,20.4,0.0
2024-09-09,Kilinochchi,37,1.2,16.3,21.8
2024-09-16,Kilinochchi,38,0.0,27.3,0.0
2024-09-23,Kilinochchi,39,0.0,30.2,8.5
2024-09-30,Kilinochchi,40,0.0,13.4,63.5
2024-10-07,Kilinochchi,41,0.0,19.0,68.2
2024-10-14,Kilinochchi,42,0.0,34.1,37.8
2024-10-21,Kilinochchi,43,2.5,37.4,46.7
2024-10-28,Kilinochchi,44,0.0,35.1,50.4
2024-11-04,Kilinochchi,45,9.3,36.4,67.8
2024-11-11,Kilinochchi,46,9.6,47.2,45.1
2024-11-18,Kilinochchi,47,21.9,40.4,45.2
2024-11-25,Kilinochchi,48,16.5,44.3,65.5
2024-12-02,Kilinochchi,49,29.0,41.9,66.3
2024-12-09,Kilinochchi,50,35.5,31.9,77.2
2024-12-16,Kilinochchi,51,27.6,45.8,55.2
2024-12-23,Kilinochchi,52,26.8,56.5,68.3
2024-12-30,Kilinochchi,1,24.2,45.0,53.4
2025-01-06,Kilinochchi,2,28.6,35.9,59.4
2025-01-13,Kilinochchi,3,19.5,47.4,78.4
2025-01-20,Kilinochchi,4,22.0,38.8,69.5
2025-01-27,Kilinochchi,5,39.4,48.8,66.8
2025-02-03,Kilinochchi,6,32.0,38.9,62.5
2025-02-10,Kilinochchi,7,26.6,34.5,67.8
2025-02-17,Kilinochchi,8,20.8,30.4,73.0
2025-02-24,Kilinochchi,9,24.6,34.3,31.8
2025-03-03,Kilinochchi,10,20.5,42.7,0.0
2025-03-10,Kilinochchi,11,18.9,45.3,13.7
2025-03-17,Kilinochchi,12,4.0,33.9,23.6
2025-03-24,Kilinochchi,13,14.0,28.6,21.0
2025-03-31,Kilinochchi,14,19.5,30.0,26.0
2025-04-07,Kilinochchi,15,16.3,22.0,24.7
2025-04-14,Kilinochchi,16,13.7,14.3,19.0
2025-04-21,Kilinochchi,17,10.6,15.5,16.7
2025-04-28,Kilinochchi,18,7.0,18.3,15.5
2025-05-05,Kilinochchi,19,20.2,6.8,29.5
2025-05-12,Kilinochchi,20,14.4,6.6,10.7
2025-05-19,Kilinochchi,21,15.0,5.2,17.4
2025-05-26,Kilinochchi,22,14.8,3.1,19.8
2025-06-02,Kilinochchi,23,26.5,1.6,33.6
2025-06-09,Kilinochchi,24,24.0,0.0,15.0
2025-06-16,Kilinochchi,25,39.5,6.1,27.6
2025-06-23,Kilinochchi,26,38.8,11.8,30.3
2025-06-30,Kilinochchi,27,52.9,0.9,17.4
2025-07-07,Kilinochchi,28,45.0,5.1,15.9
2025-07-14,Kilinochchi,29,38.0,9.4,14.7
2025-07-21,Kilinochchi,30,43.0,5.6,15.4
2025-07-28,Kilinochchi,31,41.2,12.5,26.5
2025-08-04,Kilinochchi,32,33.5,5.8,20.3
2025-08-11,Kilinochchi,33,38.9,13.1,20.4
2025-08-18,Kilinochchi,34,19.3,12.4,6.7
2025-08-25,Kilinochchi,35,15.3,16.4,8.3
2025-09-01,Kilinochchi,36,0.0,4.8,39.4
2025-09-08,Kilinochchi,37,0.0,13.9,16.2
2025-09-15,Kilinochchi,38,0.0,25.6,10.3
2025-09-22,Kilinochchi,39,0.0,23.1,32.3
2025-09-29,Kilinochchi,40,0.0,19.8,52.8
2025-10-06,Kilinochchi,41,0.0,27.6,55.8
2025-10-13,Kilinochchi,42,0.0,29.5,48.6
2025-10-20,Kilinochchi,43,9.9,31.8,46.8
2025-10-27,Kilinochchi,44,0.0,33.5,48.3
2025-11-03,Kilinochchi,45,2.7,38.0,36.2
2025-11-10,Kilinochchi,46,8.4,32.0,49.1
2025-11-17,Kilinochchi,47,5.9,40.0,53.0
2025-11-24,Kilinochchi,48,21.7,37.5,68.5
2025-12-01,Kilinochchi,49,22.8,41.8,70.9
2025-12-08,Kilinochchi,50,33.9,45.9,46.7
2025-12-15,Kilinochchi,51,31.7,41.2,69.1
2025-12-22,Kilinochchi,52,25.4,42.1,97.4
2024-01-01,Kurunegala,1,17.6,39.6,58.7
2024-01-08,Kurunegala,2,28.8,39.5,57.1
2024-01-15,Kurunegala,3,24.3,47.4,55.9
2024-01-22,Kurunegala,4,18.3,40.9,49.0
2024-01-29,Kurunegala,5,24.2,46.8,52.4
2024-02-05,Kurunegala,6,29.1,44.5,60.6
2024-02-12,Kurunegala,7,24.2,38.5,43.5
2024-02-19,Kurunegala,8,19.8,37.5,43.7
2024-02-26,Kurunegala,9,23.5,39.6,41.8
2024-03-04,Kurunegala,10,8.5,31.1,44.2
2024-03-11,Kurunegala,11,27.8,34.5,31.8
2024-03-18,Kurunegala,12,12.8,41.9,39.3
2024-03-25,Kurunegala,13,17.4,29.1,39.1
2024-04-01,Kurunegala,14,22.2,25.5,17.8
2024-04-08,Kurunegala,15,15.4,31.9,37.8
2024-04-15,Kurunegala,16,19.4,22.4,38.4
2024-04-22,Kurunegala,17,22.8,10.4,38.4
2024-04-29,Kurunegala,18,27.2,4.5,64.2
2024-05-06,Kurunegala,19,21.2,1.9,37.8
2024-05-13,Kurunegala,20,15.0,8.7,41.8
2024-05-20,Kurunegala,21,14.5,0.0,23.9
2024-05-27,Kurunegala,22,23.8,13.2,45.2
2024-06-03,Kurunegala,23,30.7,0.0,46.0
2024-06-10,Kurunegala,24,35.6,4.3,44.9
2024-06-17,Kurunegala,25,48.4,0.0,61.1
2024-06-24,Kurunegala,26,46.4,0.0,58.6
2024-07-01,Kurunegala,27,57.7,0.0,50.8
2024-07-08,Kurunegala,28,54.6,5.1,46.3
2024-07-15,Kurunegala,29,60.3,0.0,60.3
2024-07-22,Kurunegala,30,60.3,0.0,49.8
2024-07-29,Kurunegala,31,60.5,4.3,41.8
2024-08-05,Kurunegala,32,62.5,0.0,32.8
2024-08-12,Kurunegala,33,30.3,6.5,45.6
2024-08-19,Kurunegala,34,27.4,14.5,57.5
2024-08-26,Kurunegala,35,17.7,9.4,72.8
2024-09-02,Kurunegala,36,25.0,14.3,50.6
2024-09-09,Kurunegala,37,10.1,21.8,42.3
2024-09-16,Kurunegala,38,10.7,21.3,38.2
2024-09-23,Kurunegala,39,0.0,19.8,55.5
2024-09-30,Kurunegala,40,0.0,28.3,32.4
2024-10-07,Kurunegala,41,0.0,20.4,55.5
2024-10-14,Kurunegala,42,0.0,23.5,58.2
2024-10-21,Kurunegala,43,0.0,30.6,54.4
2024-10-28,Kurunegala,44,2.1,37.0,47.8
2024-11-04,Kurunegala,45,0.7,43.2,55.6
2024-11-11,Kurunegala,46,6.8,36.7,51.7
2024-11-18,Kurunegala,47,20.4,33.2,42.2
2024-11-25,Kurunegala,48,18.8,45.2,68.5
2024-12-02,Kurunegala,49,10.2,50.7,46.5
2024-12-09,Kurunegala,50,37.6,42.9,57.8
2024-12-16,Kurunegala,51,23.7,56.0,25.8
2024-12-23,Kurunegala,52,22.5,49.7,62.8
2024-12-30,Kurunegala,1,11.7,42.9,64.7
2025-01-06,Kurunegala,2,22.0,49.0,50.3
2025-01-13,Kurunegala,3,34.4,45.0,55.6
2025-01-20,Kurunegala,4,15.5,39.6,55.6
2025-01-27,Kurunegala,5,27.0,54.8,43.6
2025-02-03,Kurunegala,6,27.0,40.3,55.5
2025-02-10,Kurunegala,7,25.7,41.2,41.9
2025-02-17,Kurunegala,8,22.4,35.2,43.9
2025-02-24,Kurunegala,9,29.0,23.8,51.3
2025-03-03,Kurunegala,10,26.0,31.8,49.7
2025-03-10,Kurunegala,11,20.9,42.4,32.9
2025-03-17,Kurunegala,12,18.6,27.7,32.7
2025-03-24,Kurunegala,13,17.1,30.1,33.5
2025-03-31,Kurunegala,14,15.2,15.0,47.3
2025-04-07,Kurunegala,15,12.9,28.9,30.0
2025-04-14,Kurunegala,16,22.6,19.7,43.6
2025-04-21,Kurunegala,17,15.4,10.7,47.5
2025-04-28,Kurunegala,18,31.1,10.1,49.1
2025-05-05,Kurunegala,19,19.6,12.3,60.1
2025-05-12,Kurunegala,20,18.4,3.4,47.0
2025-05-19,Kurunegala,21,26.1,4.1,47.9
2025-05-26,Kurunegala,22,23.7,13.9,40.2
2025-06-02,Kurunegala,23,31.6,0.0,60.2
2025-06-09,Kurunegala,24,36.0,0.5,42.3
2025-06-16,Kurunegala,25,46.2,0.0,53.5
2025-06-23,Kurunegala,26,45.2,0.0,49.3
2025-06-30,Kurunegala,27,55.8,0.0,39.5
2025-07-07,Kurunegala,28,46.9,13.7,43.9
2025-07-14,Kurunegala,29,45.3,0.0,63.8
2025-07-21,Kurunegala,30,40.2,0.0,52.0
2025-07-28,Kurunegala,31,46.2,0.0,39.9
2025-08-04,Kurunegala,32,49.8,3.8,53.1
2025-08-11,Kurunegala,33,37.3,0.0,48.5
2025-08-18,Kurunegala,34,42.1,0.0,84.5
2025-08-25,Kurunegala,35,31.7,13.0,52.9
2025-09-01,Kurunegala,36,29.6,7.2,46.2
2025-09-08,Kurunegala,37,10.8,9.2,64.2
2025-09-15,Kurunegala,38,2.1,18.0,31.6
2025-09-22,Kurunegala,39,0.0,25.0,50.9
2025-09-29,Kurunegala,40,0.0,17.1,69.9
2025-10-06,Kurunegala,41,0.0,27.5,48.8
2025-10-13,Kurunegala,42,0.0,19.8,32.7
2025-10-20,Kurunegala,43,0.0,34.6,46.0
2025-10-27,Kurunegala,44,0.0,26.2,64.5
2025-11-03,Kurunegala,45,2.4,28.8,53.8
2025-11-10,Kurunegala,46,7.2,36.6,41.6
2025-11-17,Kurunegala,47,22.0,40.4,43.1
2025-11-24,Kurunegala,48,17.8,53.7,44.4
2025-12-01,Kurunegala,49,23.0,45.8,53.6
2025-12-08,Kurunegala,50,19.1,40.9,63.4
2025-12-15,Kurunegala,51,11.0,50.0,60.5
2025-12-22,Kurunegala,52,29.7,45.7,54.6
2024-01-01,Matale,1,33.3,52.1,48.6
2024-01-08,Matale,2,18.5,48.8,57.4
2024-01-15,Matale,3,24.1,46.5,34.5
2024-01-22,Matale,4,29.8,48.7,44.1
2024-01-29,Matale,5,19.6,46.1,38.6
2024-02-05,Matale,6,23.8,41.6,67.7
2024-02-12,Matale,7,19.9,36.7,58.8
2024-02-19,Matale,8,38.5,37.1,28.0
2024-02-26,Matale,9,28.2,38.9,24.9
2024-03-04,Matale,10,27.0,31.3,38.7
2024-03-11,Matale,11,11.1,28.7,35.3
2024-03-18,Matale,12,21.6,25.1,26.8
2024-03-25,Matale,13,15.7,13.3,59.4
2024-04-01,Matale,14,17.5,21.0,43.1
2024-04-08,Matale,15,16.9,25.7,44.7
2024-04-15,Matale,16,13.1,23.0,33.1
2024-04-22,Matale,17,17.2,22.1,47.2
2024-04-29,Matale,18,22.4,6.4,46.2
2024-05-06,Matale,19,16.7,11.7,47.2
2024-05-13,Matale,20,20.3,4.2,56.1
2024-05-20,Matale,21,29.8,2.5,33.7
2024-05-27,Matale,22,25.4,4.3,66.0
2024-06-03,Matale,23,30.1,0.0,51.8
2024-06-10,Matale,24,40.0,0.0,62.8
2024-06-17,Matale,25,37.1,1.4,39.2
2024-06-24,Matale,26,50.7,0.0,40.8
2024-07-01,Matale,27,54.0,0.0,38.4
2024-07-08,Matale,28,48.6,0.0,52.5
2024-07-15,Matale,29,45.1,5.3,50.7
2024-07-22,Matale,30,57.3,1.3,45.4
2024-07-29,Matale,31,58.7,0.0,39.9
2024-08-05,Matale,32,41.5,5.7,37.3
2024-08-12,Matale,33,28.4,5.4,49.5
2024-08-19,Matale,34,19.7,10.1,45.3
2024-08-26,Matale,35,29.2,10.7,43.1
2024-09-02,Matale,36,3.3,3.7,65.5
2024-09-09,Matale,37,10.4,13.9,49.2
2024-09-16,Matale,38,0.0,20.8,62.7
2024-09-23,Matale,39,0.0,16.2,44.7
2024-09-30,Matale,40,4.7,18.8,52.4
2024-10-07,Matale,41,0.0,27.4,49.4
2024-10-14,Matale,42,4.6,39.2,33.0
2024-10-21,Matale,43,0.0,31.5,64.3
2024-10-28,Matale,44,0.0,28.0,48.6
2024-11-04,Matale,45,11.3,31.9,57.5
2024-11-11,Matale,46,10.5,39.1,42.5
2024-11-18,Matale,47,21.1,42.0,48.4
2024-11-25,Matale,48,2.3,45.3,41.3
2024-12-02,Matale,49,26.4,45.0,62.4
2024-12-09,Matale,50,19.8,53.6,53.1
2024-12-16,Matale,51,28.6,48.4,53.7
2024-12-23,Matale,52,30.2,47.1,63.6
2024-12-30,Matale,1,18.7,33.6,61.6
2025-01-06,Matale,2,24.2,50.0,57.7
2025-01-13,Matale,3,24.4,52.9,35.8
2025-01-20,Matale,4,26.2,53.4,43.0
2025-01-27,Matale,5,17.0,48.5,40.0
2025-02-03,Matale,6,23.9,49.5,57.3
2025-02-10,Matale,7,9.8,38.7,51.7
2025-02-17,Matale,8,30.3,48.9,36.1
2025-02-24,Matale,9,25.0,37.0,38.1
2025-03-03,Matale,10,23.4,42.2,25.1
2025-03-10,Matale,11,17.3,34.6,39.5
2025-03-17,Matale,12,22.6,41.9,23.4
2025-03-24,Matale,13,24.3,26.4,45.3
2025-03-31,Matale,14,14.7,26.2,43.8
2025-04-07,Matale,15,20.9,19.1,59.1
2025-04-14,Matale,16,14.8,23.2,48.5
2025-04-21,Matale,17,18.9,13.6,35.8
2025-04-28,Matale,18,23.1,19.6,58.2
2025-05-05,Matale,19,16.2,7.1,36.0
2025-05-12,Matale,20,22.2,15.7,40.4
2025-05-19,Matale,21,1.9,0.0,53.3
2025-05-26,Matale,22,36.5,8.1,28.4
2025-06-02,Matale,23,24.5,0.2,49.6
2025-06-09,Matale,24,30.9,4.9,39.8
2025-06-16,Matale,25,53.8,0.0,51.0
2025-06-23,Matale,26,41.4,3.2,39.2
2025-06-30,Matale,27,47.2,0.0,54.2
2025-07-07,Matale,28,39.0,0.0,50.2
2025-07-14,Matale,29,48.7,0.0,64.0
2025-07-21,Matale,30,53.0,0.0,50.1
2025-07-28,Matale,31,33.0,0.0,42.3
2025-08-04,Matale,32,40.1,0.0,47.5
2025-08-11,Matale,33,43.7,2.7,36.6
2025-08-18,Matale,34,34.7,5.2,54.1
2025-08-25,Matale,35,18.7,3.2,55.9
2025-09-01,Matale,36,16.7,3.4,74.7
2025-09-08,Matale,37,11.8,13.4,43.8
2025-09-15,Matale,38,4.8,21.9,47.3
2025-09-22,Matale,39,0.0,18.1,44.2
2025-09-29,Matale,40,0.0,21.8,52.1
2025-10-06,Matale,41,0.0,25.3,53.8
2025-10-13,Matale,42,0.0,23.8,49.5
2025-10-20,Matale,43,0.0,27.9,60.9
2025-10-27,Matale,44,1.6,31.6,43.8
2025-11-03,Matale,45,21.5,39.6,59.9
2025-11-10,Matale,46,15.0,42.2,55.4
2025-11-17,Matale,47,29.9,37.3,49.9
2025-11-24,Matale,48,9.3,41.3,46.9
2025-12-01,Matale,49,26.3,41.7,74.3
2025-12-08,Matale,50,23.7,53.7,41.8
