retailer_id,sku_id,date,week_of_year,quantity_ordered,quantity_fulfilled,lead_time_days
11876,M011232,2024-01-29,5,17,17,1
11876,M011232,2024-02-05,6,14,14,1
11876,M011232,2024-02-19,8,16,16,1
11876,M011232,2024-02-26,9,19,19,5
11876,M011232,2024-03-04,10,16,16,2
11876,M011232,2024-03-11,11,18,9,2
11876,M011232,2024-03-18,12,19,19,4
11876,M011232,2024-04-01,14,15,15,7
11876,M011232,2024-04-08,15,18,18,7
11876,M011232,2024-04-22,17,12,12,1
11876,M011232,2024-04-29,18,11,11,5
11876,M011232,2024-05-06,19,9,9,2
11876,M011232,2024-05-13,20,16,16,23
11876,M011232,2024-05-20,21,10,10,6
11876,M011232,2024-05-27,22,11,11,5
11876,M011232,2024-06-03,23,13,13,7
11876,M011232,2024-07-01,27,12,12,2
11876,M011232,2024-07-08,28,12,12,9
11876,M011232,2024-07-15,29,12,12,5
11876,M011232,2024-07-22,30,13,13,1
11876,M011232,2024-07-29,31,14,8,1
11876,M011232,2024-08-12,33,11,11,7
11876,M011232,2024-09-02,36,8,8,7
11876,M011232,2024-09-16,38,9,9,4
11876,M011232,2024-09-23,39,11,11,2
11876,M011232,2024-09-30,40,8,8,4
11876,M011232,2024-10-07,41,7,7,13
11876,M011232,2024-10-14,42,10,10,17
11876,M011232,2024-11-04,45,11,11,1
11876,M011232,2024-11-18,47,11,11,5
11876,M011232,2024-12-02,49,10,10,5
11876,M011232,2024-12-09,50,14,14,6
11876,M011232,2024-12-16,51,14,14,4
11876,M011232,2024-12-23,52,10,10,1
11876,M011232,2025-01-06,2,12,7,3
11876,M011232,2025-01-20,4,12,12,3
11876,M011232,2025-02-10,7,12,12,1
11876,M011232,2025-02-17,8,13,13,12
11876,M011232,2025-02-24,9,11,11,5
11876,M011232,2025-03-10,11,16,16,1
11876,M011232,2025-03-17,12,15,15,1
11876,M011232,2025-03-24,13,14,14,1
11876,M011232,2025-03-31,14,18,18,2
11876,M011232,2025-04-07,15,20,20,1
11876,M011232,2025-04-14,16,15,15,2
11876,M011232,2025-04-28,18,13,13,5
11876,M011232,2025-05-05,19,13,13,3
11876,M011232,2025-05-12,20,16,16,4
11876,M011232,2025-05-19,21,12,12,4
11876,M011232,2025-05-26,22,10,10,1
11876,M011232,2025-06-09,24,14,14,1
11876,M011232,2025-06-23,26,14,14,2
11876,M011232,2025-06-30,27,11,11,1
11876,M011232,2025-07-07,28,15,12,4
11876,M011232,2025-07-14,29,10,10,1
11876,M011232,2025-07-21,30,9,9,1
11876,M011232,2025-07-28,31,11,10,5
11876,M011232,2025-08-04,32,10,10,1
11876,M011232,2025-08-18,34,10,10,2
11876,M011232,2025-09-01,36,9,9,3
11876,M011232,2025-09-15,38,11,11,1
11876,M011232,2025-09-22,39,8,8,2
11876,M011232,2025-09-29,40,8,8,7
11876,M011232,2025-10-06,41,10,10,1
11876,M011232,2025-10-13,42,10,10,6
11876,M011232,2025-10-27,44,11,11,1
11876,M011232,2025-11-03,45,12,12,3
11876,M011232,2025-11-10,46,10,10,1
11876,M011232,2025-11-24,48,18,18,2
11876,M011232,2025-12-01,49,13,13,3
11876,M011232,2025-12-08,50,11,11,4
11876,M011232,2025-12-15,51,12,12,8
11876,M011232,2025-12-22,52,13,10,8
11876,M009970,2024-01-01,1,7,7,7
11876,M009970,2024-02-05,6,7,7,2
11876,M009970,2024-02-12,7,8,8,1
11876,M009970,2024-02-19,8,8,5,3
11876,M009970,2024-02-26,9,9,9,1
11876,M009970,2024-03-04,10,7,7,7
11876,M009970,2024-03-18,12,10,10,5
11876,M009970,2024-03-25,13,7,7,3
11876,M009970,2024-04-01,14,7,7,1
11876,M009970,2024-04-15,16,10,10,1
11876,M009970,2024-04-22,17,8,8,15
11876,M009970,2024-04-29,18,8,8,4
11876,M009970,2024-05-06,19,7,7,5
11876,M009970,2024-05-13,20,8,8,8
11876,M009970,2024-05-20,21,6,6,1
11876,M009970,2024-06-10,24,6,4,2
11876,M009970,2024-06-17,25,8,8,5
11876,M009970,2024-07-01,27,6,6,3
11876,M009970,2024-07-22,30,6,5,1
11876,M009970,2024-08-05,32,10,10,3
11876,M009970,2024-08-19,34,5,5,15
11876,M009970,2024-09-02,36,4,4,3
11876,M009970,2024-09-09,37,7,6,8
11876,M009970,2024-09-23,39,4,4,2
11876,M009970,2024-09-30,40,3,3,7
11876,M009970,2024-10-07,41,4,4,3
11876,M009970,2024-10-14,42,6,6,2
11876,M009970,2024-10-21,43,7,7,7
11876,M009970,2024-10-28,44,6,6,13
11876,M009970,2024-11-11,46,7,7,1
11876,M009970,2024-11-18,47,5,5,4
11876,M009970,2024-11-25,48,9,9,1
11876,M009970,2024-12-02,49,6,6,5
11876,M009970,2024-12-09,50,6,6,2
11876,M009970,2024-12-16,51,8,8,1
11876,M009970,2024-12-30,1,8,8,1
11876,M009970,2025-01-06,2,8,8,2
11876,M009970,2025-01-20,4,8,8,5
11876,M009970,2025-02-17,8,8,8,8
11876,M009970,2025-02-24,9,9,9,1
11876,M009970,2025-03-03,10,9,9,2
11876,M009970,2025-03-10,11,8,8,6
11876,M009970,2025-03-17,12,8,6,5
11876,M009970,2025-03-24,13,7,6,1
11876,M009970,2025-03-31,14,8,8,2
11876,M009970,2025-04-07,15,14,14,3
11876,M009970,2025-04-14,16,9,9,2
11876,M009970,2025-04-21,17,8,8,5
11876,M009970,2025-04-28,18,10,10,1
11876,M009970,2025-05-12,20,7,7,1
11876,M009970,2025-05-26,22,9,9,1
11876,M009970,2025-06-02,23,8,6,6
11876,M009970,2025-06-09,24,11,11,2
11876,M009970,2025-06-16,25,4,4,7
11876,M009970,2025-06-23,26,6,6,5
11876,M009970,2025-06-30,27,7,7,2
11876,M009970,2025-07-07,28,6,6,5
11876,M009970,2025-07-14,29,7,7,1
11876,M009970,2025-07-28,31,8,8,1
11876,M009970,2025-08-04,32,9,9,5
11876,M009970,2025-08-11,33,8,6,3
11876,M009970,2025-08-18,34,5,5,3
11876,M009970,2025-09-08,37,8,8,1
11876,M009970,2025-09-15,38,5,5,1
11876,M009970,2025-09-22,39,5,5,2
11876,M009970,2025-09-29,40,5,5,6
11876,M009970,2025-10-20,43,4,4,8
11876,M009970,2025-10-27,44,6,6,5
11876,M009970,2025-11-03,45,7,7,1
11876,M009970,2025-11-10,46,7,7,2
11876,M009970,2025-11-17,47,8,8,2
11876,M009970,2025-11-24,48,8,8,5
11876,M009970,2025-12-01,49,9,9,3
11876,M009970,2025-12-08,50,9,9,1
11876,M009970,2025-12-15,51,7,7,3
11876,M009970,2025-12-22,52,8,8,3
11876,M013220,2024-01-01,1,4,4,1
11876,M013220,2024-01-15,3,5,5,2
11876,M013220,2024-01-22,4,5,5,1
11876,M013220,2024-02-05,6,4,4,9
11876,M013220,2024-02-12,7,5,5,1
11876,M013220,2024-02-26,9,8,8,1
11876,M013220,2024-03-04,10,7,5,2
11876,M013220,2024-03-18,12,5,5,4
11876,M013220,2024-04-01,14,5,5,4
11876,M013220,2024-04-15,16,6,5,5
11876,M013220,2024-04-22,17,6,6,4
11876,M013220,2024-05-06,19,4,4,1
11876,M013220,2024-05-20,21,5,5,3
11876,M013220,2024-05-27,22,4,2,1
11876,M013220,2024-06-03,23,4,4,3
11876,M013220,2024-06-10,24,5,3,3
11876,M013220,2024-06-17,25,4,4,10
11876,M013220,2024-07-01,27,5,5,4
11876,M013220,2024-07-08,28,5,5,4
11876,M013220,2024-07-15,29,3,3,1
11876,M013220,2024-08-12,33,4,4,6
11876,M013220,2024-08-19,34,3,3,5
11876,M013220,2024-08-26,35,2,2,1
11876,M013220,2024-09-02,36,5,5,5
11876,M013220,2024-09-23,39,3,3,2
11876,M013220,2024-09-30,40,4,4,1
11876,M013220,2024-10-07,41,4,4,1
11876,M013220,2024-10-14,42,5,3,10
11876,M013220,2024-11-04,45,4,4,5
11876,M013220,2024-11-11,46,7,7,6
11876,M013220,2024-11-18,47,3,2,1
11876,M013220,2024-11-25,48,3,3,3
11876,M013220,2024-12-02,49,6,6,5
11876,M013220,2024-12-09,50,5,5,3
11876,M013220,2024-12-16,51,4,4,1
11876,M013220,2024-12-30,1,7,7,2
11876,M013220,2025-01-06,2,4,4,2
11876,M013220,2025-01-13,3,7,7,2
11876,M013220,2025-01-20,4,6,5,3
11876,M013220,2025-02-03,6,5,5,1
11876,M013220,2025-02-10,7,4,4,8
11876,M013220,2025-02-17,8,6,5,10
11876,M013220,2025-02-24,9,6,6,1
11876,M013220,2025-03-03,10,4,4,1
11876,M013220,2025-03-17,12,7,7,2
11876,M013220,2025-03-24,13,9,9,1
11876,M013220,2025-03-31,14,5,5,2
11876,M013220,2025-04-14,16,9,9,1
11876,M013220,2025-04-28,18,7,7,6
11876,M013220,2025-05-05,19,5,5,1
11876,M013220,2025-05-12,20,6,6,2
11876,M013220,2025-06-16,25,5,5,1
11876,M013220,2025-06-23,26,6,6,5
11876,M013220,2025-06-30,27,7,7,7
11876,M013220,2025-07-07,28,5,5,2
11876,M013220,2025-07-14,29,7,7,2
11876,M013220,2025-07-28,31,6,6,2
11876,M013220,2025-08-04,32,6,6,2
11876,M013220,2025-08-18,34,5,3,4
11876,M013220,2025-09-01,36,6,6,1
11876,M013220,2025-09-29,40,4,4,7
11876,M013220,2025-10-06,41,4,4,3
11876,M013220,2025-10-13,42,4,4,1
11876,M013220,2025-10-20,43,3,3,1
11876,M013220,2025-10-27,44,4,4,22
11876,M013220,2025-11-10,46,6,6,2
11876,M013220,2025-11-17,47,4,3,7
11876,M013220,2025-11-24,48,4,4,16
11876,M013220,2025-12-01,49,6,6,3
11876,M013220,2025-12-08,50,6,6,5
11876,M013220,2025-12-15,51,8,8,4
11876,M013220,2025-12-22,52,5,5,2
11936,M009050,2024-01-01,1,15,15,3
11936,M009050,2024-01-08,2,14,14,3
11936,M009050,2024-01-15,3,13,13,1
11936,M009050,2024-02-05,6,19,19,18
11936,M009050,2024-02-12,7,13,13,1
11936,M009050,2024-02-19,8,13,13,1
11936,M009050,2024-03-04,10,13,13,2
11936,M009050,2024-03-11,11,17,17,5
11936,M009050,2024-03-18,12,16,16,1
11936,M009050,2024-03-25,13,11,11,3
11936,M009050,2024-04-01,14,17,17,5
11936,M009050,2024-04-08,15,17,17,3
11936,M009050,2024-04-15,16,13,13,19
11936,M009050,2024-04-22,17,18,18,2
11936,M009050,2024-04-29,18,19,19,8
11936,M009050,2024-05-06,19,13,13,1
11936,M009050,2024-05-13,20,12,12,2
11936,M009050,2024-05-20,21,14,14,3
11936,M009050,2024-05-27,22,11,11,2
11936,M009050,2024-06-03,23,13,13,7
11936,M009050,2024-06-10,24,12,7,5
11936,M009050,2024-06-24,26,10,10,8
11936,M009050,2024-07-01,27,11,11,2
11936,M009050,2024-07-15,29,12,12,1
11936,M009050,2024-07-22,30,12,12,5
11936,M009050,2024-07-29,31,10,10,1
11936,M009050,2024-08-05,32,9,9,7
11936,M009050,2024-08-12,33,10,10,1
11936,M009050,2024-08-19,34,9,9,5
11936,M009050,2024-08-26,35,9,9,1
11936,M009050,2024-09-02,36,11,6,4
11936,M009050,2024-09-09,37,8,8,3
11936,M009050,2024-09-16,38,10,10,3
11936,M009050,2024-09-23,39,10,10,2
11936,M009050,2024-09-30,40,9,9,9
11936,M009050,2024-10-07,41,7,7,2
11936,M009050,2024-10-14,42,12,12,4
11936,M009050,2024-10-21,43,14,14,1
11936,M009050,2024-10-28,44,10,10,17
11936,M009050,2024-11-04,45,12,12,10
11936,M009050,2024-11-11,46,13,13,7
11936,M009050,2024-11-18,47,11,11,2
11936,M009050,2024-11-25,48,13,13,6
11936,M009050,2024-12-02,49,9,9,1
11936,M009050,2024-12-09,50,13,13,2
11936,M009050,2024-12-16,51,12,12,3
11936,M009050,2024-12-30,1,13,10,11
11936,M009050,2025-01-06,2,13,13,1
11936,M009050,2025-01-13,3,13,13,1
11936,M009050,2025-01-27,5,15,15,1
11936,M009050,2025-02-03,6,14,14,1
11936,M009050,2025-02-10,7,17,17,1
11936,M009050,2025-02-17,8,15,15,1
11936,M009050,2025-02-24,9,15,15,1
11936,M009050,2025-03-10,11,13,13,2
11936,M009050,2025-03-17,12,16,16,3
11936,M009050,2025-03-24,13,14,14,1
11936,M009050,2025-03-31,14,10,10,1
11936,M009050,2025-04-07,15,19,19,1
11936,M009050,2025-04-28,18,12,12,12
11936,M009050,2025-05-05,19,9,9,2
11936,M009050,2025-05-12,20,11,8,4
11936,M009050,2025-05-19,21,13,13,3
11936,M009050,2025-05-26,22,12,12,4
11936,M009050,2025-06-30,27,10,10,3
11936,M009050,2025-07-07,28,8,8,4
11936,M009050,2025-07-14,29,10,10,2
11936,M009050,2025-08-18,34,8,8,3
11936,M009050,2025-08-25,35,9,9,1
11936,M009050,2025-09-01,36,7,7,2
11936,M009050,2025-09-08,37,9,9,1
11936,M009050,2025-09-15,38,8,8,7
11936,M009050,2025-09-22,39,10,10,9
11936,M009050,2025-10-06,41,10,10,1
11936,M009050,2025-10-13,42,11,11,2
11936,M009050,2025-10-20,43,12,12,5
11936,M009050,2025-10-27,44,10,10,6
11936,M009050,2025-11-03,45,12,9,2
11936,M009050,2025-11-10,46,10,10,6
11936,M009050,2025-11-17,47,12,12,1
11936,M009050,2025-11-24,48,14,12,1
11936,M009050,2025-12-01,49,16,16,6
11936,M009050,2025-12-15,51,16,16,9
11936,M009050,2025-12-22,52,12,12,6
11936,M009648,2024-01-01,1,32,32,4
11936,M009648,2024-01-08,2,30,30,2
11936,M009648,2024-01-15,3,43,43,1
11936,M009648,2024-01-29,5,30,30,1
11936,M009648,2024-02-05,6,34,34,4
11936,M009648,2024-02-12,7,35,35,6
11936,M009648,2024-02-19,8,37,37,1
11936,M009648,2024-02-26,9,33,33,1
11936,M009648,2024-03-11,11,33,33,1
11936,M009648,2024-03-18,12,35,35,17
11936,M009648,2024-04-01,14,25,25,1
11936,M009648,2024-04-15,16,42,42,2
11936,M009648,2024-04-22,17,32,17,3
11936,M009648,2024-04-29,18,44,44,3
11936,M009648,2024-05-06,19,26,26,3
11936,M009648,2024-05-13,20,27,27,4
11936,M009648,2024-05-20,21,24,14,3
11936,M009648,2024-05-27,22,29,29,1
11936,M009648,2024-06-03,23,22,22,5
11936,M009648,2024-06-10,24,28,28,1
11936,M009648,2024-06-17,25,29,29,1
11936,M009648,2024-06-24,26,25,25,3
11936,M009648,2024-07-01,27,29,29,9
11936,M009648,2024-08-05,32,28,28,7
11936,M009648,2024-08-12,33,21,21,15
11936,M009648,2024-08-19,34,22,22,6
11936,M009648,2024-08-26,35,16,16,7
11936,M009648,2024-09-02,36,22,22,5
11936,M009648,2024-09-09,37,17,17,1
11936,M009648,2024-09-23,39,18,18,2
11936,M009648,2024-09-30,40,21,21,2
11936,M009648,2024-10-07,41,22,22,2
11936,M009648,2024-10-14,42,23,23,1
11936,M009648,2024-10-21,43,21,21,1
11936,M009648,2024-10-28,44,22,22,6
11936,M009648,2024-11-04,45,28,28,1
11936,M009648,2024-11-18,47,23,23,1
11936,M009648,2024-11-25,48,22,22,4
11936,M009648,2024-12-02,49,29,29,2
11936,M009648,2024-12-09,50,27,27,6
11936,M009648,2024-12-16,51,26,26,4
11936,M009648,2024-12-30,1,26,26,6
11936,M009648,2025-01-06,2,24,24,1
11936,M009648,2025-01-13,3,28,28,4
11936,M009648,2025-01-27,5,27,27,1
11936,M009648,2025-02-03,6,33,33,4
11936,M009648,2025-02-10,7,28,28,6
11936,M009648,2025-02-17,8,31,31,2
11936,M009648,2025-02-24,9,27,27,1
11936,M009648,2025-03-03,10,34,27,6
11936,M009648,2025-03-10,11,32,18,6
11936,M009648,2025-03-17,12,35,35,1
11936,M009648,2025-04-07,15,36,36,3
11936,M009648,2025-04-14,16,38,38,5
11936,M009648,2025-04-21,17,26,26,4
11936,M009648,2025-04-28,18,25,25,2
11936,M009648,2025-05-26,22,21,21,1
11936,M009648,2025-06-09,24,25,25,5
11936,M009648,2025-06-16,25,33,22,2
11936,M009648,2025-06-23,26,30,30,2
11936,M009648,2025-07-07,28,29,29,5
11936,M009648,2025-08-04,32,19,19,1
11936,M009648,2025-08-11,33,22,22,1
11936,M009648,2025-08-25,35,27,27,3
11936,M009648,2025-09-08,37,18,18,3
11936,M009648,2025-09-15,38,16,16,1
11936,M009648,2025-09-22,39,22,22,1
11936,M009648,2025-09-29,40,17,17,3
11936,M009648,2025-10-06,41,15,15,5
11936,M009648,2025-10-13,42,20,20,3
11936,M009648,2025-10-20,43,17,17,5
11936,M009648,2025-10-27,44,16,16,5
11936,M009648,2025-11-03,45,17,17,2
11936,M009648,2025-12-15,51,31,31,1
11936,M009648,2025-12-22,52,25,25,5
11936,M010079,2024-01-01,1,8,8,4
11936,M010079,2024-01-08,2,12,12,1
11936,M010079,2024-01-22,4,10,10,1
11936,M010079,2024-01-29,5,15,15,8
11936,M010079,2024-02-05,6,7,7,5
11936,M010079,2024-02-12,7,12,12,2
11936,M010079,2024-02-19,8,14,14,1
11936,M010079,2024-03-04,10,10,10,3
11936,M010079,2024-03-11,11,13,12,2
11936,M010079,2024-03-18,12,10,10,6
11936,M010079,2024-03-25,13,12,10,1
11936,M010079,2024-04-08,15,10,10,9
11936,M010079,2024-04-15,16,11,11,3
11936,M010079,2024-04-22,17,13,13,11
11936,M010079,2024-04-29,18,10,10,1
11936,M010079,2024-05-06,19,10,10,6
11936,M010079,2024-05-13,20,12,12,1
11936,M010079,2024-05-20,21,13,13,2
11936,M010079,2024-05-27,22,14,11,5
11936,M010079,2024-06-03,23,10,10,5
11936,M010079,2024-06-24,26,10,10,2
11936,M010079,2024-07-01,27,10,10,2
11936,M010079,2024-07-08,28,7,7,1
11936,M010079,2024-07-15,29,11,11,2
11936,M010079,2024-07-22,30,8,8,1
11936,M010079,2024-08-05,32,9,9,1
11936,M010079,2024-08-12,33,8,8,5
11936,M010079,2024-08-26,35,8,8,2
11936,M010079,2024-09-02,36,9,6,10
11936,M010079,2024-09-09,37,12,12,3
11936,M010079,2024-09-23,39,8,8,3
11936,M010079,2024-09-30,40,8,4,3
11936,M010079,2024-10-07,41,8,6,2
11936,M010079,2024-10-14,42,7,7,3
11936,M010079,2024-10-28,44,7,7,1
11936,M010079,2024-11-04,45,10,10,6
11936,M010079,2024-11-11,46,7,7,3
11936,M010079,2024-11-18,47,7,7,2
11936,M010079,2024-11-25,48,9,9,1
11936,M010079,2024-12-02,49,11,11,1
11936,M010079,2024-12-09,50,10,10,5
11936,M010079,2024-12-16,51,9,9,9
11936,M010079,2024-12-23,52,10,10,3
11936,M010079,2024-12-30,1,9,9,3
11936,M010079,2025-01-06,2,10,10,2
11936,M010079,2025-01-13,3,12,12,2
11936,M010079,2025-01-20,4,7,7,1
11936,M010079,2025-01-27,5,11,11,2
11936,M010079,2025-02-24,9,8,8,4
11936,M010079,2025-03-03,10,11,11,4
11936,M010079,2025-03-24,13,11,11,8
11936,M010079,2025-04-07,15,13,13,1
11936,M010079,2025-04-14,16,20,20,2
11936,M010079,2025-04-21,17,10,9,2
11936,M010079,2025-04-28,18,9,9,4
11936,M010079,2025-05-05,19,11,11,2
11936,M010079,2025-05-12,20,13,13,5
11936,M010079,2025-06-02,23,14,14,8
11936,M010079,2025-06-09,24,7,7,2
11936,M010079,2025-06-16,25,9,9,6
11936,M010079,2025-06-23,26,8,8,4
11936,M010079,2025-06-30,27,10,10,3
11936,M010079,2025-07-07,28,8,8,2
11936,M010079,2025-07-28,31,10,10,12
11936,M010079,2025-08-04,32,10,10,3
11936,M010079,2025-08-11,33,10,10,3
11936,M010079,2025-08-18,34,10,5,2
11936,M010079,2025-09-01,36,12,12,8
11936,M010079,2025-09-08,37,9,8,1
11936,M010079,2025-09-15,38,8,8,1
11936,M010079,2025-09-22,39,10,10,2
11936,M010079,2025-10-06,41,8,8,10
11936,M010079,2025-10-13,42,6,6,1
11936,M010079,2025-10-27,44,10,10,1
11936,M010079,2025-11-03,45,6,6,5
11936,M010079,2025-11-10,46,10,10,1
11936,M010079,2025-11-17,47,9,9,5
11936,M010079,2025-11-24,48,12,12,1
11936,M010079,2025-12-01,49,11,11,1
11936,M010079,2025-12-15,51,7,7,4
11936,M010079,2025-12-22,52,11,11,2
11936,M010200,2024-01-01,1,19,19,11
11936,M010200,2024-01-08,2,32,32,4
11936,M010200,2024-01-29,5,21,19,2
11936,M010200,2024-02-12,7,24,24,1
11936,M010200,2024-02-19,8,32,32,4
11936,M010200,2024-03-04,10,30,30,2
11936,M010200,2024-03-25,13,26,26,5
11936,M010200,2024-04-01,14,23,23,2
11936,M010200,2024-04-08,15,27,27,6
11936,M010200,2024-04-15,16,25,25,3
11936,M010200,2024-04-22,17,23,23,4
11936,M010200,2024-04-29,18,23,23,8
11936,M010200,2024-05-20,21,21,21,1
11936,M010200,2024-06-17,25,22,22,2
11936,M010200,2024-07-01,27,22,22,1
11936,M010200,2024-07-22,30,17,17,1
11936,M010200,2024-08-05,32,19,19,5
11936,M010200,2024-08-12,33,26,26,5
11936,M010200,2024-08-19,34,17,17,1
11936,M010200,2024-08-26,35,17,17,2
11936,M010200,2024-09-02,36,17,17,5
11936,M010200,2024-09-09,37,14,14,4
11936,M010200,2024-09-16,38,17,17,9
11936,M010200,2024-09-23,39,16,16,4
11936,M010200,2024-09-30,40,15,12,1
11936,M010200,2024-10-07,41,11,11,4
11936,M010200,2024-10-14,42,14,14,1
11936,M010200,2024-10-21,43,20,20,2
11936,M010200,2024-11-04,45,24,24,4
11936,M010200,2024-11-11,46,21,21,2
11936,M010200,2024-11-18,47,25,25,1
11936,M010200,2024-11-25,48,22,22,5
11936,M010200,2024-12-02,49,17,17,3
11936,M010200,2024-12-16,51,30,30,10
11936,M010200,2024-12-23,52,19,19,1
11936,M010200,2024-12-30,1,29,29,4
11936,M010200,2025-01-06,2,23,23,12
11936,M010200,2025-01-13,3,31,31,5
11936,M010200,2025-01-27,5,26,24,8
11936,M010200,2025-02-03,6,32,32,3
11936,M010200,2025-02-10,7,25,25,4
11936,M010200,2025-02-17,8,29,29,4
11936,M010200,2025-02-24,9,35,35,2
11936,M010200,2025-03-24,13,27,27,3
11936,M010200,2025-03-31,14,26,26,2
11936,M010200,2025-04-07,15,35,35,3
11936,M010200,2025-04-14,16,27,27,2
11936,M010200,2025-04-21,17,24,24,6
11936,M010200,2025-05-05,19,19,19,4
11936,M010200,2025-05-12,20,28,28,4
11936,M010200,2025-06-09,24,25,25,3
11936,M010200,2025-06-23,26,22,22,10
11936,M010200,2025-06-30,27,21,21,12
11936,M010200,2025-07-07,28,22,22,4
11936,M010200,2025-07-21,30,20,20,3
11936,M010200,2025-07-28,31,19,19,7
11936,M010200,2025-08-18,34,17,17,1
11936,M010200,2025-08-25,35,19,19,18
11936,M010200,2025-09-01,36,17,17,1
11936,M010200,2025-09-15,38,19,16,3
11936,M010200,2025-09-22,39,13,13,4
11936,M010200,2025-09-29,40,18,18,5
11936,M010200,2025-10-06,41,19,19,2
11936,M010200,2025-10-13,42,15,12,2
11936,M010200,2025-10-20,43,11,11,2
11936,M010200,2025-10-27,44,18,14,1
11936,M010200,2025-11-03,45,18,18,4
11936,M010200,2025-11-10,46,22,22,3
11936,M010200,2025-11-17,47,22,11,3
11936,M010200,2025-11-24,48,32,32,1
11936,M010200,2025-12-01,49,20,20,1
11936,M010200,2025-12-15,51,23,23,3
11936,M010200,2025-12-22,52,18,18,5
11936,M013962,2024-01-01,1,17,17,3
11936,M013962,2024-01-08,2,21,21,4
11936,M013962,2024-01-15,3,20,16,5
11936,M013962,2024-01-22,4,14,14,3
11936,M013962,2024-01-29,5,21,21,1
11936,M013962,2024-02-05,6,17,17,6
11936,M013962,2024-02-12,7,15,15,6
11936,M013962,2024-02-19,8,17,17,1
11936,M013962,2024-02-26,9,13,10,3
11936,M013962,2024-03-04,10,17,17,3
11936,M013962,2024-03-11,11,15,15,7
11936,M013962,2024-03-18,12,19,19,1
11936,M013962,2024-03-25,13,19,19,1
11936,M013962,2024-04-01,14,16,16,3
11936,M013962,2024-04-08,15,20,17,4
11936,M013962,2024-04-15,16,18,18,3
11936,M013962,2024-04-29,18,15,8,2
11936,M013962,2024-05-06,19,18,18,4
11936,M013962,2024-05-13,20,21,21,6
11936,M013962,2024-05-20,21,16,16,1
11936,M013962,2024-05-27,22,17,17,15
11936,M013962,2024-06-03,23,11,11,4
11936,M013962,2024-06-10,24,14,14,1
11936,M013962,2024-06-17,25,13,13,2
11936,M013962,2024-06-24,26,16,16,1
11936,M013962,2024-07-01,27,15,15,5
11936,M013962,2024-07-08,28,15,15,2
11936,M013962,2024-07-15,29,12,12,1
11936,M013962,2024-07-22,30,15,15,1
11936,M013962,2024-07-29,31,9,9,6
11936,M013962,2024-08-26,35,12,12,2
11936,M013962,2024-09-16,38,11,11,1
11936,M013962,2024-09-23,39,11,11,6
11936,M013962,2024-09-30,40,13,13,4
11936,M013962,2024-10-07,41,12,12,8
11936,M013962,2024-10-14,42,18,18,5
11936,M013962,2024-10-28,44,11,11,1
11936,M013962,2024-11-04,45,14,14,3
11936,M013962,2024-11-11,46,12,12,2
11936,M013962,2024-11-18,47,15,15,2
11936,M013962,2024-11-25,48,16,16,5
11936,M013962,2024-12-09,50,15,15,2
11936,M013962,2024-12-16,51,22,22,1
11936,M013962,2024-12-23,52,13,13,1
11936,M013962,2024-12-30,1,19,19,3
11936,M013962,2025-01-06,2,19,19,1
11936,M013962,2025-01-13,3,16,16,1
11936,M013962,2025-01-20,4,20,20,1
11936,M013962,2025-01-27,5,17,17,5
11936,M013962,2025-02-03,6,15,15,2
11936,M013962,2025-02-10,7,18,12,10
11936,M013962,2025-02-17,8,24,24,1
11936,M013962,2025-02-24,9,21,21,2
11936,M013962,2025-03-03,10,18,18,2
11936,M013962,2025-03-10,11,19,19,5
11936,M013962,2025-03-17,12,15,15,1
11936,M013962,2025-03-24,13,22,22,1
11936,M013962,2025-03-31,14,23,23,1
11936,M013962,2025-04-07,15,24,24,7
11936,M013962,2025-04-14,16,22,22,1
11936,M013962,2025-04-21,17,17,17,1
11936,M013962,2025-04-28,18,20,20,5
11936,M013962,2025-05-05,19,17,17,3
11936,M013962,2025-05-12,20,16,16,3
11936,M013962,2025-05-19,21,19,19,5
11936,M013962,2025-05-26,22,17,17,5
11936,M013962,2025-06-02,23,15,15,5
11936,M013962,2025-06-09,24,19,19,1
11936,M013962,2025-06-16,25,17,17,5
11936,M013962,2025-06-30,27,14,14,8
11936,M013962,2025-07-14,29,17,17,2
11936,M013962,2025-07-21,30,13,13,3
11936,M013962,2025-08-04,32,17,17,2
11936,M013962,2025-08-11,33,18,18,2
11936,M013962,2025-08-18,34,15,8,4
11936,M013962,2025-08-25,35,18,18,2
11936,M013962,2025-09-01,36,13,13,6
11936,M013962,2025-09-08,37,11,11,1
11936,M013962,2025-09-15,38,17,17,5
11936,M013962,2025-09-22,39,10,10,1
11936,M013962,2025-09-29,40,14,14,8
11936,M013962,2025-10-13,42,17,17,1
11936,M013962,2025-10-27,44,18,18,1
11936,M013962,2025-11-03,45,16,16,1
11936,M013962,2025-11-10,46,14,14,1
11936,M013962,2025-11-17,47,13,13,4
11936,M013962,2025-12-08,50,13,13,3
11936,M013962,2025-12-22,52,17,17,3
11936,M009630,2024-01-01,1,5,3,6
11936,M009630,2024-01-08,2,8,8,4
11936,M009630,2024-01-15,3,3,3,2
11936,M009630,2024-01-22,4,6,6,17
11936,M009630,2024-01-29,5,7,7,11
11936,M009630,2024-02-05,6,10,10,4
11936,M009630,2024-02-12,7,6,6,3
11936,M009630,2024-02-19,8,9,9,1
11936,M009630,2024-02-26,9,7,7,3
11936,M009630,2024-03-11,11,6,6,1
11936,M009630,2024-03-18,12,6,6,8
11936,M009630,2024-03-25,13,7,7,3
